,TopMatch1,TopMatch2,TopMatch3,TopMatch4,TopMatch5
adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I,"('phosphatidylcholine biosynthesis from phosphatidylethanolamine', 0.6229508196721312)","('aerobic cobalamin biosynthetic process', 0.5714285714285714)","('dopamine biosynthetic process from tyrosine', 0.5631067961165048)","('dopamine biosynthetic process from tyrosine', 0.5631067961165048)","('nicotinamide nucleotide biosynthetic process from niacinamide', 0.5619834710743802)"
adenosylcobalamin biosynthesis from adenosylcobinamide-GDP II,"('phosphatidylcholine biosynthesis from phosphatidylethanolamine', 0.6178861788617886)","('aerobic cobalamin biosynthetic process', 0.5656565656565656)","('dopamine biosynthetic process from tyrosine', 0.5576923076923077)","('dopamine biosynthetic process from tyrosine', 0.5576923076923077)","('nicotinamide nucleotide biosynthetic process from niacinamide', 0.5573770491803278)"
adenosylcobalamin biosynthesis I (anaerobic),"('aerobic cobalamin biosynthetic process', 0.6585365853658537)","('cobalamin biosynthetic process', 0.6486486486486487)","('cobalamin biosynthetic process', 0.6486486486486487)","('cobalamin biosynthetic process', 0.6486486486486487)","('anaerobic cobalamin biosynthetic process', 0.6428571428571429)"
adenosylcobalamin biosynthesis II (aerobic),"('aerobic cobalamin biosynthetic process', 0.6666666666666666)","('cobalamin biosynthetic process', 0.6575342465753424)","('cobalamin biosynthetic process', 0.6575342465753424)","('cobalamin biosynthetic process', 0.6575342465753424)","('anaerobic cobalamin biosynthetic process', 0.6506024096385542)"
adenosylcobalamin salvage from cobalamin,"('adenosine salvage', 0.5614035087719298)","('adenosine salvage', 0.5614035087719298)","('L-methionine salvage from S-adenosylmethionine', 0.56)","('L-methionine salvage from S-adenosylmethionine', 0.56)","('S-adenosylmethionine catabolic process', 0.54)"
"adenosylcobinamide-GDP biosynthesis from cobyrinate <i>a,c</i>-diamide","('phosphatidylcholine biosynthesis from choline and CDP-diacylglycerol', 0.5797101449275363)","('phosphatidylcholine biosynthesis from phosphatidylethanolamine', 0.5606060606060606)","('tyrosine biosynthetic process from chorismate via L-arogenate', 0.56)","('tyrosine biosynthetic process from chorismate via L-arogenate', 0.56)","('L-ascorbic acid biosynthetic process via UDP-alpha-D-glucuronate', 0.55)"
adenosylcobinamide-GDP salvage from assorted adenosylcobamides,"('L-methionine salvage from S-adenosylmethionine', 0.5555555555555556)","('L-methionine salvage from S-adenosylmethionine', 0.5555555555555556)","('L-methionine salvage from methylthioadenosine', 0.5233644859813084)","('L-methionine salvage from methionine sulphoxide', 0.44036697247706424)","('phosphatidylcholine biosynthesis from phosphatidylethanolamine', 0.43548387096774194)"
adenosylcobinamide-GDP salvage from cobinamide I,"('L-methionine salvage from S-adenosylmethionine', 0.6)","('L-methionine salvage from S-adenosylmethionine', 0.6)","('L-methionine salvage from methionine sulphoxide', 0.5263157894736842)","('adenosine salvage', 0.5230769230769231)","('adenosine salvage', 0.5230769230769231)"
adenosylcobinamide-GDP salvage from cobinamide II,"('L-methionine salvage from S-adenosylmethionine', 0.61)","('L-methionine salvage from S-adenosylmethionine', 0.61)","('L-methionine salvage from methionine sulphoxide', 0.5208333333333334)","('adenosine salvage', 0.52)","('adenosine salvage', 0.52)"
adipate biosynthesis,"('fraxetin biosynthesis', 0.7317073170731707)","('rhamnolipid biosynthesis', 0.7272727272727273)","('sideretin biosynthesis', 0.7142857142857143)","('photosynthesis', 0.71)","('lipoate biosynthetic process', 0.7083333333333334)"
adipate degradation,"('target-directed miRNA degradation', 0.6538461538461539)","('target-directed miRNA degradation', 0.6538461538461539)","('target-directed miRNA degradation', 0.6538461538461539)","('aspartate transamidation', 0.6511627906976745)","('NADPH regeneration', 0.65)"
adlupulone and adhumulone biosynthesis,"('purine nucleobase biosynthetic process', 0.5789473684210527)","('purine nucleoside biosynthetic process', 0.5789473684210527)","('purine nucleotide biosynthetic process', 0.5789473684210527)","('purine nucleobase biosynthetic process', 0.5789473684210527)","('purine nucleoside biosynthetic process', 0.5789473684210527)"
ADP-L-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose biosynthesis,"('ADP-L-glycero-beta-D-manno-heptose biosynthetic process', 0.82)","('ADP-L-glycero-beta-D-manno-heptose biosynthetic process', 0.82)","('ADP-L-glycero-beta-D-manno-heptose metabolic process', 0.7130434782608696)","('ADP-L-glycero-beta-D-manno-heptose metabolic process', 0.7130434782608696)","('D-glycero-D-manno-heptose 7-phosphate biosynthetic process', 0.62)"
aerobactin biosynthesis,"('fraxetin biosynthesis', 0.8181818181818182)","('aerobactin biosynthetic process', 0.8148148148148148)","('aerobactin biosynthetic process', 0.8148148148148148)","('aerobactin biosynthetic process', 0.8148148148148148)","('sideretin biosynthesis', 0.8)"
aerobic respiration I (cytochrome c),"('aerobic respiration', 0.72)","('anaerobic respiration', 0.69)","('regulation of aerobic respiration', 0.69)","('regulation of aerobic respiration', 0.69)","('regulation of cytochrome-c oxidase activity', 0.65)"
aerobic respiration II (cytochrome c) (yeast),"('aerobic respiration', 0.63)","('regulation of aerobic respiration', 0.62)","('regulation of aerobic respiration', 0.62)","('anaerobic respiration', 0.61)","('aerobic respiration, using ferrous ions as electron donor', 0.6)"
aerobic respiration III (alternative oxidase pathway),"('negative regulation of ERAD pathway', 0.63)","('negative regulation of ERAD pathway', 0.63)","('negative regulation of ERAD pathway', 0.63)","('alternative respiration', 0.62)","('regulation of aerobic respiration', 0.6)"
aflatoxins B<sub>1</sub> and G<sub>1</sub> biosynthesis,"('aflatoxin biosynthetic process', 0.52)","('aflatoxin biosynthetic process', 0.52)","('aflatoxin biosynthetic process', 0.52)","('aflatoxin biosynthetic process', 0.52)","('regulation of aflatoxin biosynthetic process', 0.51)"
aflatoxins B<sub>2</sub> and G<sub>2</sub> biosynthesis,"('aflatoxin biosynthetic process', 0.52)","('aflatoxin biosynthetic process', 0.52)","('aflatoxin biosynthetic process', 0.52)","('aflatoxin biosynthetic process', 0.52)","('regulation of aflatoxin biosynthetic process', 0.51)"
aflatrem biosynthesis,"('fraxetin biosynthesis', 0.7619047619047619)","('sideretin biosynthesis', 0.6976744186046512)","('oxalate biosynthetic process', 0.6938775510204082)","('oxalate biosynthetic process', 0.6938775510204082)","('chemosynthesis', 0.69)"
afrormosin conjugates interconversion,"('purine nucleotide interconversion', 0.6857142857142857)","('purine nucleotide interconversion', 0.6857142857142857)","('pyrimidine nucleotide interconversion', 0.6756756756756757)","('pyrimidine nucleotide interconversion', 0.6756756756756757)","('purine ribonucleotide interconversion', 0.6756756756756757)"
agarose degradation,"('protein deacylation', 0.631578947368421)","('protein deamination', 0.631578947368421)","('protein deglycation', 0.631578947368421)","('protein dehydration', 0.631578947368421)","('protein deglycation', 0.631578947368421)"
ajmaline and sarpagine biosynthesis,"('rhamnolipid biosynthesis', 0.6440677966101694)","('asparagine biosynthetic process', 0.6363636363636364)","('asparagine biosynthetic process', 0.6363636363636364)","('mannosamine biosynthetic process', 0.6268656716417911)","('ajmaline biosynthetic process', 0.625)"
ajugose biosynthesis I (galactinol-dependent),"('terpenoid biosynthetic process, mevalonate-dependent', 0.62)","('terpenoid biosynthetic process, mevalonate-independent', 0.6)","('regulation of arugosin biosynthetic process', 0.58)","('regulation of arugosin biosynthetic process', 0.58)","('sideretin biosynthesis', 0.58)"
ajugose biosynthesis II (galactinol-independent),"('terpenoid biosynthetic process, mevalonate-independent', 0.5882352941176471)","('indole glucosinolate biosynthetic process', 0.57)","('rhamnolipid biosynthesis', 0.57)","('indole glucosinolate biosynthetic process', 0.57)","('indole glucosinolate biosynthetic process', 0.57)"
alanine racemization,"('lactate racemization', 0.8)","('peptidyl-D-alanine racemization', 0.7843137254901961)","('peptidyl-D-alanine racemization', 0.7843137254901961)","('peptidyl-phenylalanine racemization', 0.73)","('chiral amino acid racemization', 0.72)"
alazopeptin biosynthesis,"('fraxetin biosynthesis', 0.8)","('sideretin biosynthesis', 0.7391304347826086)","('amylopectin biosynthetic process', 0.7142857142857143)","('amylopectin biosynthetic process', 0.7142857142857143)","('rhamnolipid biosynthesis', 0.7083333333333334)"
albaflavenone biosynthesis,"('fraxetin biosynthesis', 0.723404255319149)","('flavone biosynthetic process', 0.7037037037037037)","('flavone biosynthetic process', 0.7037037037037037)","('flavone biosynthetic process', 0.7037037037037037)","('allantoin biosynthetic process', 0.68)"
alcaligin biosynthesis,"('fraxetin biosynthesis', 0.7441860465116279)","('rhamnolipid biosynthesis', 0.7391304347826086)","('sideretin biosynthesis', 0.7272727272727273)","('lignin biosynthetic process', 0.6938775510204082)","('lignin biosynthetic process', 0.6938775510204082)"
aldoxime degradation,"('NADH oxidation', 0.65)","('lipid oxidation', 0.63)","('NADPH oxidation', 0.63)","('acyl deglucuronidation', 0.62)","('guanine deglycation', 0.6153846153846154)"
alginate biosynthesis I (algal),"('asparagine biosynthetic process', 0.63)","('alanine biosynthetic process', 0.63)","('asparagine biosynthetic process', 0.63)","('alanine biosynthetic process', 0.63)","('alkanesulfonate biosynthetic process', 0.62)"
alginate biosynthesis II (bacterial),"('antibacterial peptide biosynthetic process', 0.61)","('antibacterial peptide biosynthetic process', 0.61)","('beta-alanine biosynthetic process', 0.6)","('beta-alanine biosynthetic process', 0.6)","('bacitracin A biosynthetic process', 0.6)"
alginate degradation,"('DNA integration', 0.69)","('guanine deglycation', 0.6666666666666666)","('alternative respiration', 0.6511627906976745)","('target-directed miRNA degradation', 0.6415094339622641)","('target-directed miRNA degradation', 0.6415094339622641)"
"aliphatic glucosinolate biosynthesis, side chain elongation cycle","('regulation of glucosinolate biosynthetic process', 0.584070796460177)","('regulation of glucosinolate biosynthetic process', 0.584070796460177)","('regulation of glucosinolate biosynthetic process', 0.584070796460177)","('regulation of glucosinolate biosynthetic process', 0.584070796460177)","('regulation of glucosinolate biosynthetic process', 0.584070796460177)"
alizarin biosynthesis,"('sideretin biosynthesis', 0.7906976744186046)","('fraxetin biosynthesis', 0.7619047619047619)","('rhamnolipid biosynthesis', 0.7555555555555555)","('alanine biosynthetic process', 0.6938775510204082)","('alanine biosynthetic process', 0.6938775510204082)"
alkane biosynthesis I,"('alkane biosynthetic process', 0.75)","('alkane biosynthetic process', 0.75)","('alkane biosynthetic process', 0.75)","('fraxetin biosynthesis', 0.7142857142857143)","('alkene biosynthetic process', 0.71)"
alkane biosynthesis II,"('alkane biosynthetic process', 0.7346938775510204)","('alkane biosynthetic process', 0.7346938775510204)","('alkane biosynthetic process', 0.7346938775510204)","('fraxetin biosynthesis', 0.6976744186046512)","('alkene biosynthetic process', 0.6938775510204082)"
alkane oxidation,"('lactate oxidation', 0.79)","('toluene oxidation', 0.7878787878787878)","('n-octane oxidation', 0.7647058823529411)","('heme oxidation', 0.7333333333333333)","('heme oxidation', 0.7333333333333333)"
alkylnitronates degradation,"('polythionate oxidation', 0.6122448979591837)","('guanine deglycation', 0.6086956521739131)","('alternative respiration', 0.6)","('nitrate assimilation', 0.5957446808510638)","('nitrate assimilation', 0.5957446808510638)"
all <i>trans</i> undecaprenyl diphosphate biosynthesis,"('geranyl diphosphate biosynthetic process', 0.66)","('geranyl diphosphate biosynthetic process', 0.66)","('geranyl diphosphate biosynthetic process', 0.66)","('geranylgeranyl diphosphate biosynthetic process', 0.6336633663366337)","('geranylgeranyl diphosphate biosynthetic process', 0.6336633663366337)"
all-<i>trans</i>-decaprenyl diphosphate biosynthesis,"('copal-8-ol diphosphate(3-) biosynthetic process', 0.66)","('copal-8-ol diphosphate(3-) biosynthetic process', 0.66)","('copal-8-ol diphosphate(3-) biosynthetic process', 0.66)","('dimethylallyl diphosphate biosynthetic process', 0.65)","('dimethylallyl diphosphate biosynthetic process', 0.65)"
<i>all-trans</i>-farnesol biosynthesis,"('farnesol biosynthetic process', 0.69)","('farnesol biosynthetic process', 0.69)","('farnesol biosynthetic process', 0.69)","('farnesol biosynthetic process', 0.69)","('tRNA m2,2-guanine biosynthesis', 0.68)"
allantoin degradation IV (anaerobic),"('anaerobic respiration', 0.62)","('anaerobic L-alanine catabolic process', 0.59)","('allantoin assimilation pathway', 0.5757575757575758)","('aerobic respiration', 0.57)","('allantoin catabolic process', 0.56)"
allantoin degradation to glyoxylate I,"('positive regulation of glyoxylate cycle', 0.631578947368421)","('positive regulation of glyoxylate cycle', 0.631578947368421)","('positive regulation of glyoxylate cycle', 0.631578947368421)","('positive regulation of glyoxylate cycle', 0.631578947368421)","('positive regulation of glyoxylate cycle', 0.631578947368421)"
allantoin degradation to glyoxylate II,"('positive regulation of glyoxylate cycle', 0.6233766233766234)","('positive regulation of glyoxylate cycle', 0.6233766233766234)","('positive regulation of glyoxylate cycle', 0.6233766233766234)","('positive regulation of glyoxylate cycle', 0.6233766233766234)","('positive regulation of glyoxylate cycle', 0.6233766233766234)"
allantoin degradation to glyoxylate III,"('positive regulation of glyoxylate cycle', 0.6153846153846154)","('positive regulation of glyoxylate cycle', 0.6153846153846154)","('positive regulation of glyoxylate cycle', 0.6153846153846154)","('positive regulation of glyoxylate cycle', 0.6153846153846154)","('positive regulation of glyoxylate cycle', 0.6153846153846154)"
allantoin degradation to ureidoglycolate I (urea producing),"('negative regulation of lymphotoxin A production', 0.56)","('negative regulation of lymphotoxin A production', 0.56)","('negative regulation of lymphotoxin A production', 0.56)","('negative regulation of interferon-alpha production', 0.56)","('negative regulation of interferon-alpha production', 0.56)"
allantoin degradation to ureidoglycolate II (ammonia producing),"('L-alanine oxidation to D-lactate and ammonia', 0.5794392523364486)","('aerobic ammonia oxidation to nitrite via pyruvic oxime', 0.56)","('negative regulation of lymphotoxin A production', 0.56)","('negative regulation of lymphotoxin A production', 0.56)","('negative regulation of lymphotoxin A production', 0.56)"
alliin metabolism,"('vanillin metabolic process', 0.6976744186046512)","('vanillin metabolic process', 0.6976744186046512)","('vanillin metabolic process', 0.6976744186046512)","('vanillin metabolic process', 0.6976744186046512)","('lignin metabolic process', 0.6829268292682927)"
