Pathways	Object ID
quebrachitol biosynthesis	PWY-8078
quercetin diglycoside biosynthesis (pollen-specific)	PWY-7192
quercetin gentiotetraside biosynthesis	PWY-7137
quercetin glucoside biosynthesis (<i>Allium</i>)	PWY-7129
quercetin glucoside degradation (<i>Allium</i>)	PWY-7133
quercetin glycoside biosynthesis (Arabidopsis)	PWY-5321
quercetin sulfate biosynthesis	PWY-6199
quercetin triglucoside biosynthesis	PWY-7173
queuosine biosynthesis I (<i>de novo</i>)	PWY-6700
queuosine biosynthesis II (queuine salvage)	PWY-8105
queuosine biosynthesis III (queuosine salvage)	PWY-8106
quinate degradation I	QUINATEDEG-PWY
quinate degradation II	PWY-6416
quinolinone B biosynthesis	PWY-7705
quinoxaline-2-carboxylate biosynthesis	PWY-7734
Rapoport-Luebering glycolytic shunt	PWY-6405
raspberry ketone biosynthesis	PWY-5393
reactive oxygen species degradation	DETOX1-PWY-1
rebeccamycin biosynthesis	PWY-6324
reductive acetyl coenzyme A pathway I (homoacetogenic bacteria)	CODH-PWY
reductive acetyl coenzyme A pathway II (autotrophic methanogens)	PWY-7784
reductive glycine pathway of autotrophic CO<sub>2</sub> fixation	PWY-8303
reductive monocarboxylic acid cycle	PWY-5493
reductive TCA cycle I	P23-PWY
reductive TCA cycle II	PWY-5392
representative whole plasma arachidonate-derived icosanoids I	PWY-8410
representative whole plasma arachidonate-derived icosanoids II	PWY-8411
representative whole plasma DHA-derived icosanoids	PWY-8412
representative whole plasma EPA-derived icosanoids	PWY-8413
resolvin D biosynthesis	PWY66-397
resorcinol degradation	P343-PWY
resveratrol biosynthesis	PWY-84
resveratrol degradation	PWY-6667
retinoate biosynthesis I	PWY-6872
retinoate biosynthesis II	PWY-6875
retinol biosynthesis	PWY-6857
rhabduscin biosynthesis	PWY-7960
rhamnogalacturonan type I degradation I	PWY-6769
rhamnogalacturonan type I degradation II (bacteria)	PWY-6771
rhamnolipid biosynthesis	PWY-6648
rhizobactin 1021 biosynthesis	PWY-761
rhizobitoxine biosynthesis	PWY-7906
rhizocticin A and B biosynthesis	PWY-7510
rhodoquinone-10 biosynthesis	PWY-5888
rhodoquinone-9 biosynthesis	PWY-5889
ribitol degradation I	RIBITOLUTIL-PWY
ribitol degradation II	PWY-8394
ribose phosphorylation	RIBOKIN-PWY
ribostamycin biosynthesis	PWY-7015
ricinine degradation	PWY-6923
ricinoleate biosynthesis	PWY-7618
rifamycin B biosynthesis	PWY-5984
roquefortine C biosynthesis	PWY-7605
rosamicin biosynthesis	PWY-7677
rose anthocyanin biosynthesis I (via cyanidin 5-<i>O</i>-&beta;-<i>D</i>-glucoside)	PWY-5160
rose anthocyanin biosynthesis II (via cyanidin 3-<i>O</i>-&beta;-<i>D</i>-glucoside)	PWY-7262
roseoflavin biosynthesis	PWY-7863
rosmarinic acid biosynthesis I	PWY-5048
rosmarinic acid biosynthesis II	PWY-5049
rot-2'-enonate biosynthesis	PWY-6427
rotenoid biosynthesis I	PWY-5775
rotenoid biosynthesis II	PWY-6425
roxarsone (and nitarsone) degradation III	PWY-8262
roxarsone (and nitarsone) degradation IV	PWY-8265
roxarsone degradation I	PWY-8260
roxarsone degradation II	PWY-8261
rubber biosynthesis	PWY-5815
rubber degradation I	PWY-7924
rubber degradation II	PWY-7925
Rubisco shunt	PWY-5723
rutin biosynthesis	PWY-5390
rutin degradation	PWY-6848
rutin degradation (plants)	PWY-7134
<i>S</i>-(2-succinyl)-L-cysteine degradation	PWY8J2-25
<i>S</i>-(6-hydroxy-4-methylhexan-4-yl)-L-cysteinylglycine biosynthesis	PWY-8301
<i>S</i>-(6-hydroxy-4-methylhexan-4-yl)-L-cysteinylglycine degradation	PWY-8302
S-adenosyl-L-methionine biosynthesis	SAM-PWY
<i>S</i>-adenosyl-L-methionine salvage I	PWY-6151
<i>S</i>-adenosyl-L-methionine salvage II	PWY-5041
<i>S</i>-benzyl-L-cysteine degradation	PWY-8418
<i>S</i>-methyl-5'-thioadenosine degradation I	PWY-6754
<i>S</i>-methyl-5'-thioadenosine degradation II	PWY-6756
<i>S</i>-methyl-5'-thioadenosine degradation III	PWY-6753
<i>S</i>-methyl-5'-thioadenosine degradation IV	PWY0-1391
<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I	PWY-4361
<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation II	PWY-7174
<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation III	PWY-8132
S-methyl-L-methionine cycle	PWY-5441
saframycin A biosynthesis	PWY-7671
sakuranetin biosynthesis	PWY-5116
salicin biosynthesis	PWY-6766
salicortin biosynthesis	PWY-6763
salicylate biosynthesis I	PWY-6406
salicylate biosynthesis II	PWY-8321
salicylate biosynthesis III	PWY-981
salicylate degradation I	PWY-6183
salicylate degradation II	PWY-6224
salicylate degradation III	PWY-6636
salicylate degradation IV	PWY-6640
salicylate glucosides biosynthesis I	PWY-6621
salicylate glucosides biosynthesis II	PWY-6623
salicylate glucosides biosynthesis III	PWY-6624
salicylate glucosides biosynthesis IV	PWY-6762
salidroside biosynthesis	PWY-6802
saliniketal A biosynthesis	PWY-8037
salinosporamide A biosynthesis	PWY-6627
salmochelin biosynthesis	PWY-8023
salmochelin degradation	PWY-8022
<i>Salmonella enterica</i> serotype O:13 O antigen biosynthesis	PWY-8230
<i>Salmonella enterica</i> serotype O:18 O antigen biosynthesis	PWY-8206
<i>Salmonella enterica</i> serotype O:2 O antigen biosynthesis	PWY-8198
<i>Salmonella enterica</i> serotype O:3,10 O antigen biosynthesis	PWY-8196
<i>Salmonella enterica</i> serotype O:39 O antigen biosynthesis	PWY-8236
<i>Salmonella enterica</i> serotype O:4 O antigen biosynthesis (group B1)	PWY-8192
<i>Salmonella enterica</i> serotype O:54 O antigen biosynthesis	PWY-8204
<i>Salmonella enterica</i> serotype O:6,7 O antigen biosynthesis	PWY-8208
<i>Salmonella enterica</i> serotype O:8 O antigen biosynthesis	PWY-8193
<i>Salmonella enterica</i> serotype O:9 O antigen biosynthesis	PWY-8195
<i>Salmonella enterica</i> serotype O:9,46 O antigen biosynthesis	PWY-8197
<i>Salmonella enterica</i> serotype O:9,46,27 O antigen biosynthesis	PWY-8199
<i>Salmonella typhimurium</i> LT2 lipopolysaccharide biosynthesis (final steps)	PWY-8423
salvianin biosynthesis	PWY-5268
salvigenin biosynthesis	PWY-7325
sangivamycin biosynthesis	PWY-6721
sanguinarine and macarpine biosynthesis	PWY-5287
santalene biosynthesis I	PWY-6254
santalene biosynthesis II	PWY-6836
sapienate biosynthesis	PWY-5362
saponin biosynthesis II	PWY-5756
saponin biosynthesis III	PWY-5759
saponin biosynthesis IV	PWY-5774
sarcinaxanthin diglucoside biosynthesis	PWY-7946
sch210971 and sch210972 biosynthesis	PWY-7702
sciadonate biosynthesis	PWY-6598
scopoletin biosynthesis	PWY-6792
secologanin and strictosidine biosynthesis	PWY-5290
sedoheptulose bisphosphate bypass	PWY0-1517
selenate reduction	PWY-6932
seleno-amino acid biosynthesis (plants)	PWY-6936
seleno-amino acid detoxification and volatilization I	PWY-6931
seleno-amino acid detoxification and volatilization II	PWY-6935
seleno-amino acid detoxification and volatilization III	PWY-6933
selinene biosynthesis	PWY-6294
senecionine N-oxide biosynthesis	PWY-6852
septacidin biosynthesis	PWY-8366
serine racemization	PWY-8140
serinol biosynthesis	PWY-6456
serotonin and melatonin biosynthesis	PWY-6030
serotonin degradation	PWY-6313
sesamin biosynthesis	PWY-5469
sesaminol glucoside biosynthesis	PWY-7139
sesquiterpenoid phytoalexins biosynthesis	PWY-2961
<i>Shigella boydii</i> serotype 6 O antigen biosynthesis	PWY-8232
shikimate degradation I	SHIKIMATEDEG-PWY
shikimate degradation II	PWY-6419
shikonin biosynthesis	PWY-5701
shinorine biosynthesis	PWY-7751
shisonin biosynthesis	PWY-5284
sibiromycin biosynthesis	PWY-8379
sinapate ester biosynthesis	PWY-3301
siroheme amide biosynthesis	PWY-5297
siroheme biosynthesis	PWY-5194
sitosterol degradation to androstenedione	PWY-6948
<i>sn</i>-glycerol 3-phosphate anaerobic respiration	PWY0-1584
sodorifen biosynthesis	PWY-8064
solasodine and soladulcidine biosynthesis	PWY18C3-2
solasodine glycosylation	PWY18C3-4
sophoraflavanone G biosynthesis	PWY-6914
sophorolipid biosynthesis	SOPHOROSYLOXYDOCOSANOATE-SYN-PWY
sophorosyloxydocosanoate deacetylation	SOPHOROSYLOXYDOCOSANOATE-DEG-PWY
sorbitol biosynthesis II	PWY-5530
sorgoleone biosynthesis	PWY-5987
soybean saponin I biosynthesis	PWY-5203
spectinabilin biosynthesis	PWY-8034
spermidine biosynthesis I	BSUBPOLYAMSYN-PWY
spermidine biosynthesis II	PWY-6559
spermidine biosynthesis III	PWY-6834
spermidine hydroxycinnamic acid conjugates biosynthesis	PWY-6442
spermine and spermidine degradation I	PWY-6117
spermine and spermidine degradation II	PWY-6440
spermine and spermidine degradation III	PWY-6441
spermine biosynthesis	ARGSPECAT-PWY
spheroidene and spheroidenone biosynthesis	PWY-6286
sphingofungin B-D biosynthesis	PWY-8464
sphingolipid biosynthesis (mammals)	PWY-7277
sphingolipid biosynthesis (plants)	PWY-5129
sphingolipid biosynthesis (yeast)	SPHINGOLIPID-SYN-PWY
sphingomyelin metabolism	PWY3DJ-11281
sphingosine and sphingosine-1-phosphate metabolism	PWY3DJ-11470
spinosyn biosynthesis	PWY-7100
spirilloxanthin and 2,2'-diketo-spirilloxanthin biosynthesis	PWY-6581
<i>Spodoptera littoralis</i> pheromone biosynthesis	PWY-7656
spongiadioxin C biosynthesis	PWY-7935
sporopollenin precursors biosynthesis	PWY-6733
squid bioluminescence	PWY-7916
stachyose biosynthesis	PWY-5337
stachyose degradation	PWY-6527
staphyloferrin A biosynthesis	PWY-7990
staphyloferrin B biosynthesis	PWY-8008
staphylopine biosynthesis	PWY-8007
staphyloxanthin biosynthesis	PWY-5875
starch biosynthesis	PWY-622
starch degradation I	PWY-842
starch degradation II	PWY-6724
starch degradation III	PWY-6731
starch degradation IV	PWY-6735
starch degradation V	PWY-6737
staurosporine biosynthesis	PWY-6346
stearate biosynthesis I (animals)	PWY-5972
stearate biosynthesis II (bacteria and plants)	PWY-5989
stearate biosynthesis III (fungi)	PWY3O-355
stearate biosynthesis IV	PWY-8280
stearidonate biosynthesis (cyanobacteria)	PWY-7595
stellariose and mediose biosynthesis	PWY-6525
stellatic acid biosynthesis	PWY-7736
stephacidin A biosynthesis	PWY-7603
sterculate biosynthesis	PWY-4942
sterigmatocystin biosynthesis	PWY-5956
sterol biosynthesis (methylotrophs)	PWY-8026
sterol:steryl ester interconversion (yeast)	PWY-7424
steviol biosynthesis	PWY-7070
steviol glucoside biosynthesis (rebaudioside A biosynthesis)	PWY-7071
stigma estolide biosynthesis	PWY-6453
stipitatate biosynthesis	PWY-7687
<i>Streptococcus pneumoniae</i> serotype 2 capsular polysaccharide biosynthesis	PWY-8460
<i>Streptococcus pneumoniae</i> serotype 4 capsular polysaccharide biosynthesis	PWY-8461
streptomycin biosynthesis	PWY-5940
streptorubin B biosynthesis	PWY1A0-6120
streptovaricin biosynthesis	PWY-8035
streptozotocin biosynthesis	PWY-8298
strychnine biosynthesis	PWY-8216
styrene degradation	PWY-6941
suberin monomers biosynthesis	PWY-1121
succinate fermentation to butanoate	PWY-5677
succinate to chytochrome <i>c</i> oxidase via cytochrome <i>c</i><sub>6</sub> (thylakoid membrane)	PWY1YI0-2
succinate to cytochrome <i>aa<sub>3</sub></i> oxidase electron transfer	PWY2O6K-7
succinate to cytochrome <i>bd</i> oxidase electron transfer	PWY0-1353
succinate to cytochrome <i>bo</i> oxidase electron transfer	PWY0-1329
succinate to cytochrome <i>bo</i> quinol oxidase (cyanobacteria, cytoplamic membrane)	PWY1YI0-8
succinate to cytochrome <i>c</i> oxidase via plastocyanin (thylakoid membrane)	PWY1YI0-3
succinoglycan biosynthesis	PWY-8133
sucrose biosynthesis I (from photosynthesis)	SUCSYN-PWY
sucrose biosynthesis II	PWY-7238
sucrose biosynthesis III	PWY-7347
sucrose degradation I (sucrose phosphotransferase)	SUCUTIL-PWY
sucrose degradation II (sucrose synthase)	PWY-3801
sucrose degradation III (sucrose invertase)	PWY-621
sucrose degradation IV (sucrose phosphorylase)	PWY-5384
sucrose degradation V (sucrose &alpha;-glucosidase)	PWY66-373
sucrose degradation VII (sucrose 3-dehydrogenase)	SUCROSEUTIL2-PWY
sulfate activation for sulfonation	PWY-5340
sulfazecin biosynthesis	PWY-8381
sulfide oxidation I (to sulfur globules)	P222-PWY
sulfide oxidation II (flavocytochrome <em>c</em>)	PWY-5274
sulfide oxidation III (to sulfite)	PWY-5285
sulfide oxidation IV (mitochondria)	PWY-7927
sulfite oxidation I	PWY-5276
sulfite oxidation II	PWY-5279
sulfite oxidation III	PWY-5278
sulfite oxidation IV (sulfite oxidase)	PWY-5326
sulfite oxidation V (SoeABC)	PWY-7457
sulfoacetaldehyde degradation I	PWY-1281
sulfoacetaldehyde degradation II	PWY-5982
sulfoacetaldehyde degradation III	PWY-6718
sulfoacetaldehyde degradation IV	PWY-8062
sulfoacetate degradation	PWY-6593
sulfolactate degradation I	PWY-6616
sulfolactate degradation II	PWY-6637
sulfolactate degradation III	PWY-6638
sulfoquinovose degradation I	PWY-7446
sulfoquinovose degradation II	PWY-7722
sulfoquinovose degradation III	PWY-8213
sulfoquinovose degradation IV	PWY-8348
sulfoquinovose degradation V	PWY-8349
sulfoquinovose degradation VI	PWY-8350
sulfoquinovosyl diacylglycerides and sulfoquinovosyl glycerol degradation	PWY-8351
sulfoquinovosyl diacylglycerol biosynthesis	PWYQT-4427
sulfur disproportionation I (anaerobic)	P203-PWY
sulfur disproportionation II (aerobic)	PWY-5302
sulfur oxidation I (aerobic)	SULFUROX-PWY
sulfur oxidation II (Fe<sup>+3</sup>-dependent)	FESULFOX-PWY
sulfur oxidation IV (intracellular sulfur)	PWY-6675
sulfur reduction I	PWY-5332
sulfur reduction II (via polysulfide)	PWY-5364
sulfur reduction III	PWY-7976
sulfur volatiles biosynthesis	PWY-6736
superoxide radicals degradation	DETOX1-PWY
superpathway of (Kdo)<SUB>2</SUB>-lipid A biosynthesis	KDO-NAGLIPASYN-PWY
superpathway of (<i>R,R</i>)-butanediol biosynthesis	P125-PWY
superpathway of 1D-<i>myo</i>-inositol hexakisphosphate biosynthesis (plants)	PWY-6555
superpathway of 2,3-butanediol biosynthesis	PWY-6396
superpathway of 4-aminobutanoate degradation	4AMINOBUTMETAB-PWY
superpathway of 5-aminoimidazole ribonucleotide biosynthesis	PWY-6277
superpathway of acetate utilization and formation	ACETATEUTIL-PWY
superpathway of acrylonitrile degradation	P344-PWY
superpathway of acylsucrose biosynthesis (cultivated tomato)	PWY18C3-12
superpathway of acylsucrose biosynthesis (wild tomato)	PWY18C3-17
superpathway of adenosine nucleotides <i>de novo</i> biosynthesis I	PWY-7229
superpathway of adenosine nucleotides <i>de novo</i> biosynthesis II	PWY-6126
superpathway of adenosylcobalamin salvage from cobinamide I	COBALSYN-PWY
superpathway of adenosylcobalamin salvage from cobinamide II	PWY-6269
superpathway of aerobic toluene degradation	PWY-5183
superpathway of aflatoxin biosynthesis	PWY-5961
superpathway of allantoin degradation in plants	URDEGR-PWY
superpathway of allantoin degradation in yeast	ALLANTOINDEG-PWY
superpathway of Allium flavor precursors	PWY-6176
superpathway of ammonia assimilation (plants)	PWY-3282
superpathway of anaerobic energy metabolism (invertebrates)	PWY-7389
superpathway of anaerobic sucrose degradation	PWY-7345
superpathway of anthocyanin biosynthesis (from cyanidin and cyanidin 3-<i>O</i>-glucoside)	PWY-5313
superpathway of anthocyanin biosynthesis (from delphinidin 3-<i>O</i>-glucoside)	PWY-5310
superpathway of anthocyanin biosynthesis (from pelargonidin 3-O-glucoside)	PWY-5312
superpathway of arginine and polyamine biosynthesis	ARG+POLYAMINE-SYN
superpathway of aromatic amino acid biosynthesis	COMPLETE-ARO-PWY
superpathway of aromatic compound degradation via 2-hydroxypentadienoate	PWY-6954
superpathway of aromatic compound degradation via 3-oxoadipate	PWY-2504
superpathway of atrazine degradation	PWY-5724
superpathway of avenacin A biosynthesis	PWY-7476
superpathway of bacteriochlorophyll <i>a</i> biosynthesis	PWY-5529
superpathway of benzoxazinoid glucosides biosynthesis	PWY-4161
superpathway of &beta;-D-glucuronosides degradation	GLUCUROCAT-PWY
superpathway of betalain biosynthesis	PWY-5405
superpathway of bitter acids biosynthesis	PWY-5134
superpathway of branched chain amino acid biosynthesis	BRANCHED-CHAIN-AA-SYN-PWY
superpathway of butirocin biosynthesis	PWY-7020
superpathway of C1 compounds oxidation to CO<sub>2</sub>	PWY-1882
superpathway of C28 brassinosteroid biosynthesis	PWY-6544
superpathway of candicidin biosynthesis	PWY-7575
superpathway of cardiolipin biosynthesis (bacteria)	PWY-8401
superpathway of carotenoid biosynthesis in plants	CAROTENOID-PWY
superpathway of CDP-glucose-derived O-antigen building blocks biosynthesis	PWY-5823
superpathway of cholesterol biosynthesis	PWY66-5
superpathway of cholesterol degradation I (cholesterol oxidase)	PWY-6928
superpathway of cholesterol degradation II (cholesterol dehydrogenase)	PWY-6947
superpathway of cholesterol degradation III (oxidase)	PWY-8154
superpathway of choline biosynthesis	PWY-4762
superpathway of chondroitin sulfate biosynthesis	PWY-6569
superpathway of chorismate metabolism	ALL-CHORISMATE-PWY
superpathway of <i>Clostridium acetobutylicum</i> acidogenic and solventogenic fermentation	PWY-6604
superpathway of <i>Clostridium acetobutylicum</i> acidogenic fermentation	PWY-6590
superpathway of <i>Clostridium acetobutylicum</i> solventogenic fermentation	PWY-6594
superpathway of CMP-sialic acids biosynthesis	PWY-6145
superpathway of coenzyme A biosynthesis I (bacteria)	PANTOSYN-PWY
superpathway of coenzyme A biosynthesis II (plants)	PWY-4221
superpathway of coenzyme A biosynthesis III (mammals)	COA-PWY-1
superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	PWY-5464
superpathway of D-glucarate and D-galactarate degradation	GLUCARGALACTSUPER-PWY
superpathway of D-<i>myo</i>-inositol (1,4,5)-trisphosphate metabolism	PWY-6358
superpathway of demethylmenaquinol-6 biosynthesis I	PWY-5860
superpathway of demethylmenaquinol-6 biosynthesis II	PWY-7373
superpathway of demethylmenaquinol-8 biosynthesis I	PWY-5861
superpathway of demethylmenaquinol-9 biosynthesis	PWY-5862
superpathway of dermatan sulfate biosynthesis	PWY-6571
superpathway of dimethylsulfone degradation	PWY-6072
superpathway of dimethylsulfoniopropanoate degradation	PWY-6049
superpathway of diterpene resin acids biosynthesis	PWY-5416
superpathway of dTDP-glucose-derived antibiotic building blocks biosynthesis	PWY-7438
superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis	PWY-7317
superpathway of enterobacterial common antigen biosynthesis	PWY-8227
superpathway of ergosterol biosynthesis I	ERGOSTEROL-SYN-PWY
superpathway of ergosterol biosynthesis II	PWY-7156
superpathway of ergotamine biosynthesis	PWY-6503
superpathway of erythromycin biosynthesis	PWY-6977
superpathway of erythromycin biosynthesis (without sugar biosynthesis)	PWY-6975
superpathway of fatty acid biosynthesis I (E. coli)	PWY0-881
superpathway of fatty acid biosynthesis II (plant)	PWY-5156
superpathway of fatty acid biosynthesis initiation	FASYN-INITIAL-PWY
superpathway of fatty acids biosynthesis (<i>E. coli</i>)	PWY-6285
superpathway of fermentation (<i>Chlamydomonas reinhardtii</i>)	PWY4LZ-257
superpathway of flavones and derivatives biosynthesis	PWY-6266
superpathway of formononetin derivative biosynthesis	PWY-5717
superpathway of fucose and rhamnose degradation	FUC-RHAMCAT-PWY
superpathway of fumitremorgin biosynthesis	PWY-7537
superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	PWY-7323
superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	PWY-5121
superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	PWY-5910
superpathway of gibberellin biosynthesis	PWY-5052
superpathway of gibberellin GA<sub>12</sub> biosynthesis	PWY-5053
superpathway of glandular trichomes produced diterpenoids (tobacco)	PWY18C3-14
superpathway of glucose and xylose degradation	PWY-6901
superpathway of glycerol degradation to 1,3-propanediol	GOLPDLCAT-PWY
superpathway of glycoalkaloid metabolism (Solanaceae)	PWY18C3-6
superpathway of glycol metabolism and degradation	GLYCOL-GLYOXDEG-PWY
superpathway of glycolysis and the Entner-Doudoroff pathway	GLYCOLYSIS-E-D
superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	GLYCOLYSIS-TCA-GLYOX-BYPASS
superpathway of glycosphingolipids biosynthesis	PWY-7835
superpathway of glyoxylate bypass and TCA	TCA-GLYOX-BYPASS
superpathway of glyoxylate cycle and fatty acid degradation	PWY-561
superpathway of guanine and guanosine salvage	PWY-6579
superpathway of guanosine nucleotides <i>de novo</i> biosynthesis I	PWY-7228
superpathway of guanosine nucleotides <i>de novo</i> biosynthesis II	PWY-6125
superpathway of guanosine nucleotides degradation (plants)	PWY-6595
superpathway of heme <i>b</i> biosynthesis from glutamate	PWY-5918
superpathway of heme <i>b</i> biosynthesis from glycine	PWY-5920
superpathway of heme <i>b</i> biosynthesis from uroporphyrinogen-III	PWY0-1415
superpathway of heparan sulfate biosynthesis	PWY-6564
superpathway of hexitol degradation (bacteria)	HEXITOLDEGSUPER-PWY
superpathway of hexuronide and hexuronate degradation	GALACT-GLUCUROCAT-PWY
superpathway of histidine, purine, and pyrimidine biosynthesis	PRPP-PWY
superpathway of hydrogen production	PWY-6751
superpathway of hydrolyzable tannin biosynthesis	PWY-5478
superpathway of hyoscyamine (atropine) and scopolamine biosynthesis	PWY-7341
superpathway of indole-3-acetate conjugate biosynthesis	PWY-1782
superpathway of inositol phosphate compounds	PWY-6371
superpathway of isoflavonoids (via naringenin)	PWY-3097
superpathway of jasmonoyl-amino acid conjugates biosynthesis	PWY-6234
superpathway of kavalactone biosynthesis	PWY-8094
superpathway of Kdo<sub>2</sub>-lipid A biosynthesis	LPSSYN-PWY
superpathway of L-alanine biosynthesis	PWY0-1061
superpathway of L-alanine fermentation (Stickland reaction)	PROPFERM-PWY
superpathway of L-arginine and L-ornithine degradation	ORNARGDEG-PWY
superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	ARGDEG-PWY
superpathway of L-asparagine biosynthesis	PWY0-1325
superpathway of L-aspartate and L-asparagine biosynthesis	ASPASN-PWY
superpathway of L-citrulline metabolism	PWY-5004
superpathway of L-cysteine biosynthesis (fungi)	PWY-6293
superpathway of L-cysteine biosynthesis (mammalian)	PWY-6292
superpathway of L-homoserine and L-methionine biosynthesis	METSYN-PWY
superpathway of L-isoleucine biosynthesis I	PWY-3001
superpathway of L-lysine degradation	PWY-5327
superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	P4-PWY
superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	PWY-724
superpathway of L-methionine biosynthesis (by sulfhydrylation)	PWY-5345
superpathway of L-methionine biosynthesis (transsulfuration)	PWY-5347
superpathway of L-methionine salvage and degradation	PWY-5328
superpathway of L-phenylalanine and L-tyrosine biosynthesis	PWY-3481
superpathway of L-phenylalanine biosynthesis	PWY-6628
superpathway of L-serine and glycine biosynthesis I	SER-GLYSYN-PWY
superpathway of L-threonine biosynthesis	THRESYN-PWY
superpathway of L-threonine metabolism	THREOCAT-PWY
superpathway of L-tryptophan biosynthesis	PWY-6629
superpathway of L-tyrosine biosynthesis	PWY-6630
superpathway of linalool biosynthesis	PWY2OL-4
superpathway of linamarin and lotaustralin biosynthesis	PWY-5991
superpathway of lipoxygenase	PWY-5433
superpathway of megalomicin A biosynthesis	PWY-7110
superpathway of melatonin degradation	PWY-6402
superpathway of menaquinol-10 biosynthesis	PWY-5896
superpathway of menaquinol-11 biosynthesis	PWY-5897
superpathway of menaquinol-12 biosynthesis	PWY-5898
superpathway of menaquinol-13 biosynthesis	PWY-5899
superpathway of menaquinol-6 biosynthesis	PWY-5850
superpathway of menaquinol-7 biosynthesis	PWY-5840
superpathway of menaquinol-8 biosynthesis I	PWY-5838
superpathway of menaquinol-8 biosynthesis II	PWY-6263
superpathway of menaquinol-8 biosynthesis III	PWY-7992
superpathway of menaquinol-9 biosynthesis	PWY-5845
superpathway of methanogenesis	PWY-6830
superpathway of methylglyoxal degradation	METHGLYUT-PWY
superpathway of methylsalicylate metabolism	PWY18C3-25
superpathway of microbial D-galacturonate and D-glucuronate degradation	PWY-6516
superpathway of mycolate biosynthesis	PWY-6113
superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis	PWY-6404
superpathway of <i>N</i>-acetylglucosamine, <i>N</i>-acetylmannosamine and <i>N</i>-acetylneuraminate degradation	GLCMANNANAUT-PWY
superpathway of <i>N</i>-acetylneuraminate degradation	P441-PWY
superpathway of NAD biosynthesis in eukaryotes	PWY-3502
superpathway of NAD/NADP - NADH/NADPH interconversion (yeast)	PWY-7245
superpathway of neomycin biosynthesis	PWY-7021
superpathway of nicotinate degradation	PWY-5062
superpathway of nicotine biosynthesis	PWY-7342
superpathway of novobiocin biosynthesis	PWY-8369
superpathway of oleoresin turpentine biosynthesis	PWY-5424
superpathway of ornithine degradation	ORNDEG-PWY
superpathway of penicillin, cephalosporin and cephamycin biosynthesis	PWY-5634
superpathway of pentose and pentitol degradation	PWY-5257
superpathway of phenylethylamine degradation	PWY-6071
superpathway of phosphatidylcholine biosynthesis	PWY4FS-5
superpathway of phospholipid biosynthesis II (plants)	PHOSLIPSYN2-PWY
superpathway of phospholipid biosynthesis III (<i>E. coli</i>)	PHOSLIPSYN-PWY
superpathway of photosynthetic hydrogen production	PWY-7731
superpathway of phylloquinol biosynthesis	PWY-5863
superpathway of plastoquinol biosynthesis	PWY-5864
superpathway of polyamine biosynthesis I	POLYAMSYN-PWY
superpathway of polyamine biosynthesis II	POLYAMINSYN3-PWY
superpathway of polyamine biosynthesis III	PWY-6565
superpathway of polybrominated aromatic compound biosynthesis	PWY-7933
superpathway of polymethylated quercetin/quercetagetin glucoside biosynthesis (Chrysosplenium)	PWY-7149
superpathway of pterocarpan biosynthesis (via daidzein)	PWY-2055
superpathway of pterocarpan biosynthesis (via formononetin)	PWY-2229
superpathway of purine deoxyribonucleosides degradation	PWY0-1297
superpathway of purine nucleotide salvage	PWY66-409
superpathway of purine nucleotides <i>de novo</i> biosynthesis I	PWY-841
superpathway of purine nucleotides <i>de novo</i> biosynthesis II	DENOVOPURINE2-PWY
superpathway of purines degradation in plants	P165-PWY
superpathway of putrescine biosynthesis	PWY-6305
superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	PWY0-845
superpathway of pyrimidine deoxyribonucleoside salvage	PWY-7200
superpathway of pyrimidine deoxyribonucleosides degradation	PWY0-1298
superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis	PWY-7211
superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (<i>E. coli</i>)	PWY0-166
superpathway of pyrimidine nucleobases salvage	PWY-7208
superpathway of pyrimidine ribonucleosides degradation	PWY-7209
superpathway of pyrimidine ribonucleosides salvage	PWY-7196
superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis	PWY0-162
superpathway of quinolone and alkylquinolone biosynthesis	PWY-6662
superpathway of rifamycin B biosynthesis	PWY-5993
superpathway of roquefortine, meleagrin and neoxaline biosynthesis	PWY-7609
superpathway of rosmarinic acid biosynthesis	PWY-5071
superpathway of <i>S</i>-adenosyl-L-methionine biosynthesis	MET-SAM-PWY
superpathway of salicylate degradation	PWY-6182
superpathway of scopolin and esculin biosynthesis	PWY-7186
superpathway of seleno-compound metabolism	PWY-6395
