,TopMatch1,TopMatch2,TopMatch3,TopMatch4,TopMatch5
Two-component system,"('two-component alkanesulfonate monooxygenase', 0.6196576967760619)","('A-factor &gamma;-butyrolactone biosynthesis', 0.4801448922014933)","('malate/L-aspartate shuttle pathway', 0.4458747864289674)","('N-end rule pathway II (prokaryotic)', 0.4257710719667744)","('CDP-abequose biosynthesis', 0.42371327790362623)"
MAPK signaling pathway,"('Ac/N-end rule pathway', 0.7729522104938035)","('3-phosphoinositide biosynthesis', 0.7039395599058633)","('phosphatidate metabolism, as a signaling molecule', 0.6899167456639321)","('3-phosphoinositide degradation', 0.6889606069464291)","('backdoor pathway of androgen biosynthesis', 0.6015256102891066)"
MAPK signaling pathway - fly,"('Ac/N-end rule pathway', 0.7607182460640888)","('phosphatidate metabolism, as a signaling molecule', 0.6751116660480054)","('3-phosphoinositide biosynthesis', 0.6593699518560198)","('3-phosphoinositide degradation', 0.6522424470049181)","('mevalonate pathway I (eukaryotes and bacteria)', 0.6045387963191858)"
MAPK signaling pathway - plant,"('Ac/N-end rule pathway', 0.756218971598979)","('3-phosphoinositide biosynthesis', 0.7073713628596145)","('phosphatidate metabolism, as a signaling molecule', 0.7040007201031901)","('3-phosphoinositide degradation', 0.6714883840922584)","('mevalonate pathway I (eukaryotes and bacteria)', 0.6305365265234599)"
MAPK signaling pathway - yeast,"('Ac/N-end rule pathway', 0.7801071065267786)","('3-phosphoinositide biosynthesis', 0.7259580074887572)","('3-phosphoinositide degradation', 0.7021833897970923)","('phosphatidate metabolism, as a signaling molecule', 0.6952457171833001)","('mevalonate pathway I (eukaryotes and bacteria)', 0.6584220418152851)"
ErbB signaling pathway,"('Ac/N-end rule pathway', 0.7342164907347044)","('phosphatidate metabolism, as a signaling molecule', 0.6455717534745854)","('backdoor pathway of androgen biosynthesis', 0.6367020456038023)","('3-phosphoinositide biosynthesis', 0.6120432961915503)","('3-phosphoinositide degradation', 0.5994538082301577)"
Ras signaling pathway,"('Ac/N-end rule pathway', 0.7934472296358279)","('phosphatidate metabolism, as a signaling molecule', 0.720058271594872)","('3-phosphoinositide biosynthesis', 0.7019484808921711)","('3-phosphoinositide degradation', 0.6823437783081323)","('backdoor pathway of androgen biosynthesis', 0.6391031161655952)"
Rap1 signaling pathway,"('Ac/N-end rule pathway', 0.7644583409181042)","('phosphatidate metabolism, as a signaling molecule', 0.710401453371945)","('3-phosphoinositide biosynthesis', 0.6797817093479928)","('3-phosphoinositide degradation', 0.6716894203616758)","('backdoor pathway of androgen biosynthesis', 0.6045120225710957)"
Wnt signaling pathway,"('Ac/N-end rule pathway', 0.7871597757786047)","('phosphatidate metabolism, as a signaling molecule', 0.672396427190023)","('backdoor pathway of androgen biosynthesis', 0.6615540683734958)","('3-phosphoinositide biosynthesis', 0.6213258215665358)","('3-phosphoinositide degradation', 0.5803745306966862)"
Notch signaling pathway,"('Ac/N-end rule pathway', 0.7846608455634432)","('phosphatidate metabolism, as a signaling molecule', 0.6801228260590958)","('backdoor pathway of androgen biosynthesis', 0.6668900853907032)","('3-phosphoinositide biosynthesis', 0.63310344874271)","('3-phosphoinositide degradation', 0.6117214308432238)"
Hedgehog signaling pathway,"('Ac/N-end rule pathway', 0.7654167550579081)","('phosphatidate metabolism, as a signaling molecule', 0.653650150850208)","('backdoor pathway of androgen biosynthesis', 0.6333020896814479)","('3-phosphoinositide biosynthesis', 0.6121057247913133)","('ethylmalonyl-CoA pathway', 0.5907704017526844)"
Hedgehog signaling pathway - fly,"('Ac/N-end rule pathway', 0.7490611269851617)","('phosphatidate metabolism, as a signaling molecule', 0.6391654844271143)","('mevalonate pathway I (eukaryotes and bacteria)', 0.6040658317113269)","('backdoor pathway of androgen biosynthesis', 0.5977972295439342)","('D-galactose degradation I (Leloir pathway)', 0.5923788946070004)"
TGF-beta signaling pathway,"('Ac/N-end rule pathway', 0.7448963528064371)","('phosphatidate metabolism, as a signaling molecule', 0.6817877442762258)","('backdoor pathway of androgen biosynthesis', 0.6453933544588548)","('3-phosphoinositide biosynthesis', 0.6243880385662903)","('3-phosphoinositide degradation', 0.6037021041337798)"
Hippo signaling pathway,"('Ac/N-end rule pathway', 0.8102776453972134)","('3-phosphoinositide biosynthesis', 0.6506151136415071)","('backdoor pathway of androgen biosynthesis', 0.6466590973317018)","('phosphatidate metabolism, as a signaling molecule', 0.644228666849561)","('3-phosphoinositide degradation', 0.6174680733052065)"
Hippo signaling pathway - fly,"('Ac/N-end rule pathway', 0.7831339974472681)","('phosphatidate metabolism, as a signaling molecule', 0.6272702540082548)","('backdoor pathway of androgen biosynthesis', 0.6055982118819077)","('3-phosphoinositide biosynthesis', 0.6048032875166021)","('mevalonate pathway I (eukaryotes and bacteria)', 0.6028228592386118)"
Hippo signaling pathway - multiple species,"('Ac/N-end rule pathway', 0.7872490344413173)","('phosphatidate metabolism, as a signaling molecule', 0.6765360080626543)","('mevalonate pathway I (eukaryotes and bacteria)', 0.6612269669222822)","('backdoor pathway of androgen biosynthesis', 0.6353529142669683)","('Arg/N-end rule pathway (eukaryotic)', 0.6298521961435087)"
VEGF signaling pathway,"('Ac/N-end rule pathway', 0.6949511803085516)","('phosphatidate metabolism, as a signaling molecule', 0.6724794243814521)","('backdoor pathway of androgen biosynthesis', 0.6328891019624562)","('3-phosphoinositide biosynthesis', 0.6231032017666921)","('blood coagulation - tissue factor pathway', 0.6006407137432042)"
Apelin signaling pathway,"('Ac/N-end rule pathway', 0.6922912286653702)","('phosphatidate metabolism, as a signaling molecule', 0.6822293106453087)","('backdoor pathway of androgen biosynthesis', 0.6715400967814616)","('3-phosphoinositide biosynthesis', 0.6438053363010285)","('3-phosphoinositide degradation', 0.5869885639618379)"
JAK-STAT signaling pathway,"('Ac/N-end rule pathway', 0.7831936813576723)","('phosphatidate metabolism, as a signaling molecule', 0.6577405388551194)","('backdoor pathway of androgen biosynthesis', 0.6449272386349487)","('3-phosphoinositide biosynthesis', 0.6353181576054094)","('Entner-Doudoroff pathway I', 0.6024755323337474)"
NF-kappa B signaling pathway,"('Ac/N-end rule pathway', 0.619058340788757)","('3-phosphoinositide degradation', 0.5923710019592867)","('3-phosphoinositide biosynthesis', 0.5815094849009328)","('thioredoxin pathway', 0.5797025214351363)","('phosphatidate metabolism, as a signaling molecule', 0.5704706735228359)"
TNF signaling pathway,"('Ac/N-end rule pathway', 0.6604441264671869)","('phosphatidate metabolism, as a signaling molecule', 0.6461198099440307)","('backdoor pathway of androgen biosynthesis', 0.577552602806424)","('blood coagulation - tissue factor pathway', 0.5517279724970751)","('thioredoxin pathway', 0.5467058144206316)"
HIF-1 signaling pathway,"('Ac/N-end rule pathway', 0.7519830607075456)","('phosphatidate metabolism, as a signaling molecule', 0.6765522758608681)","('3-phosphoinositide biosynthesis', 0.6728071701326052)","('backdoor pathway of androgen biosynthesis', 0.6541411402787306)","('3-phosphoinositide degradation', 0.6539854063368961)"
FoxO signaling pathway,"('Ac/N-end rule pathway', 0.7698275027976677)","('3-phosphoinositide biosynthesis', 0.6716107862841408)","('3-phosphoinositide degradation', 0.6627140785241794)","('phosphatidate metabolism, as a signaling molecule', 0.6444078517585786)","('backdoor pathway of androgen biosynthesis', 0.6150537921693151)"
Calcium signaling pathway,"('Ac/N-end rule pathway', 0.6778088971569798)","('phosphatidate metabolism, as a signaling molecule', 0.6488964780694704)","('backdoor pathway of androgen biosynthesis', 0.6122520577987438)","('pentose phosphate pathway', 0.5891610741288137)","('methylerythritol phosphate pathway II', 0.5820669793078461)"
Phosphatidylinositol signaling system,"('phosphatidate metabolism, as a signaling molecule', 0.6413892681230636)","('Ac/N-end rule pathway', 0.63140160187038)","('3-phosphoinositide biosynthesis', 0.6237402235592416)","('phosphatidylinositol mannoside biosynthesis', 0.6223601170904236)","('phosphatidylinositol biosynthesis II (eukaryotes)', 0.6189226661847222)"
Phospholipase D signaling pathway,"('3-phosphoinositide biosynthesis', 0.6167895655911713)","('spongiadioxin C biosynthesis', 0.6139423581356264)","('oryzalexin D and E biosynthesis', 0.6022594081976087)","('phosphatidate metabolism, as a signaling molecule', 0.6010501207060097)","('fumitremorgin C biosynthesis', 0.5994980617400827)"
Sphingolipid signaling pathway,"('phosphatidate metabolism, as a signaling molecule', 0.7238191928643637)","('backdoor pathway of androgen biosynthesis', 0.7131328211245523)","('Ac/N-end rule pathway', 0.6789533793746575)","('3-phosphoinositide biosynthesis', 0.6775551974344443)","('sphingosine and sphingosine-1-phosphate metabolism', 0.6552502363423286)"
cAMP signaling pathway,"('phosphatidate metabolism, as a signaling molecule', 0.7447167561641195)","('Ac/N-end rule pathway', 0.7305321742921975)","('backdoor pathway of androgen biosynthesis', 0.6916179368354574)","('3-phosphoinositide biosynthesis', 0.6762393015055569)","('3-phosphoinositide degradation', 0.6055764396382403)"
cGMP-PKG signaling pathway,"('Ac/N-end rule pathway', 0.7841201232885295)","('3-phosphoinositide biosynthesis', 0.688142918837265)","('3-phosphoinositide degradation', 0.672391470780555)","('phosphatidate metabolism, as a signaling molecule', 0.6549290818214455)","('backdoor pathway of androgen biosynthesis', 0.6369017343735915)"
PI3K-Akt signaling pathway,"('Ac/N-end rule pathway', 0.7852026414267494)","('3-phosphoinositide biosynthesis', 0.6797359330960345)","('phosphatidate metabolism, as a signaling molecule', 0.6612108381917217)","('3-phosphoinositide degradation', 0.6584473036734887)","('backdoor pathway of androgen biosynthesis', 0.651971998004442)"
AMPK signaling pathway,"('Ac/N-end rule pathway', 0.795082783437017)","('3-phosphoinositide biosynthesis', 0.760410947528385)","('phosphatidate metabolism, as a signaling molecule', 0.7401052362929627)","('3-phosphoinositide degradation', 0.729621517980526)","('backdoor pathway of androgen biosynthesis', 0.6642602282384513)"
mTOR signaling pathway,"('Ac/N-end rule pathway', 0.8384994371058345)","('3-phosphoinositide biosynthesis', 0.7211166510692103)","('3-phosphoinositide degradation', 0.7188302661832504)","('phosphatidate metabolism, as a signaling molecule', 0.6728858889955033)","('backdoor pathway of androgen biosynthesis', 0.6419131072420542)"
Plant hormone signal transduction,"('superpathway of steroid hormone biosynthesis', 0.5956827113558765)","('thyroid hormone biosynthesis', 0.5826028780112923)","('thyroid hormone metabolism II (via conjugation and/or degradation)', 0.5723703789114977)","('backdoor pathway of androgen biosynthesis', 0.5415777941215052)","('ecdysone and 20-hydroxyecdysone biosynthesis', 0.5373137037793749)"
Neuroactive ligand-receptor interaction,"('backdoor pathway of androgen biosynthesis', 0.48006379856997605)","('cannabinoid biosynthesis', 0.4621667378272316)","('glucocorticoid biosynthesis', 0.4401042643414413)","('dopamine degradation', 0.4338568190797088)","('anandamide degradation', 0.42827367806048633)"
Cytokine-cytokine receptor interaction,"('Ac/N-end rule pathway', 0.5752926201531721)","('phosphatidate metabolism, as a signaling molecule', 0.5646386106671099)","('backdoor pathway of androgen biosynthesis', 0.5592277745882045)","('cannabinoid biosynthesis', 0.5081814203171805)","('3-phosphoinositide degradation', 0.5027679510370164)"
Viral protein interaction with cytokine and cytokine receptor,"('protein ubiquitination', 0.5165377431513444)","('phosphatidate metabolism, as a signaling molecule', 0.4978936184298246)","('protein Pupylation and dePupylation', 0.4930379257700097)","('acyl carrier protein activation', 0.47215039147196575)","('glutathione degradation (DUG pathway)', 0.46300002970112636)"
ECM-receptor interaction,"('phosphatidate metabolism, as a signaling molecule', 0.3971441901301362)","('hyaluronan degradation', 0.38926392892465234)","('periplasmic disulfide bond formation', 0.3889519730316208)","('mycolyl-arabinogalactan-peptidoglycan complex biosynthesis', 0.3808296539690116)","('superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis', 0.3441160000850452)"
Cell adhesion molecules,"('phosphatidate metabolism, as a signaling molecule', 0.4404736922676718)","('cell-surface glycoconjugate-linked phosphonate biosynthesis', 0.38672634269482165)","('hyaluronan degradation', 0.3835011201948891)","('cell-surface glycoconjugate-linked phosphocholine biosynthesis', 0.37570546426239615)","('protectin biosynthesis', 0.35944783513207096)"
Endocytosis,"('peptidoglycan recycling II', 0.36870741207303503)","('tetrahydropteridine recycling', 0.3683588301525209)","('peptidoglycan recycling I', 0.35354844231494464)","('cell-surface glycoconjugate-linked phosphocholine biosynthesis', 0.33817190573891187)","('L-glucose degradation', 0.3323443090189256)"
Phagosome,"('protein Pupylation and dePupylation', 0.2938738031345391)","('sphingofungin B-D biosynthesis', 0.27936187710565047)","('kauralexin biosynthesis', 0.24146716535423726)","('formaldehyde assimilation II (assimilatory RuMP Cycle)', 0.21053444182747164)","('phospholipases', 0.19524112995342857)"
Lysosome,"('protein Pupylation and dePupylation', 0.4160394555162798)","('biotin-carboxyl carrier protein assembly', 0.350444516691153)","('sphingofungin B-D biosynthesis', 0.3059039725102194)","('ascorbate recycling (cytosolic)', 0.30537234539241315)","('phospholipid remodeling (phosphatidylcholine, yeast)', 0.30273616065312703)"
Peroxisome,"('fatty acid &beta;-oxidation VI (mammalian peroxisome)', 0.48318132682310905)","('fatty acid &beta;-oxidation II (plant peroxisome)', 0.48232680675604167)","('fatty acid &beta;-oxidation VII (yeast peroxisome)', 0.4788121551122073)","('cannabinoid biosynthesis', 0.3367000840632044)","('mineralocorticoid biosynthesis', 0.29356384926736295)"
Autophagy - animal,"('anaerobic energy metabolism (invertebrates, mitochondrial)', 0.4008115011096623)","('anaerobic energy metabolism (invertebrates, cytosol)', 0.39344242470194435)","('N-end rule pathway I (prokaryotic)', 0.38962830188405695)","('ceramide and sphingolipid recycling and degradation (yeast)', 0.3891239653607713)","('superpathway of anaerobic energy metabolism (invertebrates)', 0.3868055996126789)"
Autophagy - yeast,"('octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)', 0.5952133740857226)","('sphingolipid biosynthesis (yeast)', 0.5813026823755496)","('ceramide and sphingolipid recycling and degradation (yeast)', 0.5738014965159655)","('tRNA-uridine 2-thiolation (yeast mitochondria)', 0.5636014544667372)","('Arg/N-end rule pathway (eukaryotic)', 0.550576369681939)"
Autophagy - other,"('N-end rule pathway I (prokaryotic)', 0.4937238086622046)","('mevalonate pathway I (eukaryotes and bacteria)', 0.4856834536157206)","('N-end rule pathway II (prokaryotic)', 0.4835799983851503)","('ceramide and sphingolipid recycling and degradation (yeast)', 0.45908069786271993)","('superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis', 0.4520510778919945)"
Mitophagy - animal,"('anaerobic energy metabolism (invertebrates, mitochondrial)', 0.4008115011096623)","('anaerobic energy metabolism (invertebrates, cytosol)', 0.39344242470194435)","('N-end rule pathway I (prokaryotic)', 0.38962830188405695)","('ceramide and sphingolipid recycling and degradation (yeast)', 0.3891239653607713)","('superpathway of anaerobic energy metabolism (invertebrates)', 0.3868055996126789)"
